author_title;review_rating;review_text
Hutomo Riyadi;1;Urus KTP hilang dari luar pulau Bali aja butuh waktu berbulan-bulan (sangat gak logis), malah sama petugasnya seenaknya disuruh balik ke pulau asal kalo mau urus KTP tanpa mau tau kalo naik pesawat ke pulau asal mesti ada KTP🖕 kalo ikutin prosedur nunggunya berbulan-bulan jadi warga tanpa kartu identitas. Mantaplah memang birokrasinya. Bikin makin ribet aja sekalian biar makin banyak celah buat korupnya! Gedungnya doang besar tapi kerjanya gak becus! Kalo bisa dikasih rating minus 1000 udah pasti dapet minus 1000 buat kinerjanya dukcapil Denpasar!
DS PHOTOGRAPHY BALI;5;Setelah mencoba sistem online untuk pembuatan akte kelahiran dan kk baru ternyata cukup mudah , kurang dari 1 minggu sudah bisa print di mesin , terimakasih
bonita prasetyo;5;"Pengurusan akta perkawinan sangat mudah selama syarat lengkap. Staff juga ramah dan membantu dalam mengarahkan juga memberikan informasi.
Pelayanan sangat baik dan memuaskan."
Wayan Jelada;5;Pelayanan yang diberikan oleh tim dari Disduk Capil kota sangat memuaskan, ramah,sopan,melayani masyarakat dgn tulus dan ikhlas
Mas Dengkule;5;Selama masanpandemi covid 19 ini layanan lebih cepat proses nya dikarenakan Online
Devi Aprilyanti;5;"Sangat puas terhadap pelayanan dukcapil denpasar. Beberapa hari yang lalu saya mengurus akta kelahiran, prosesnya sangat cepat (pagi upload besok paginya sudah selesai dan bisa diambil).

Tips nya:
1. Akses web taringdukcapil.denpasarkota.go.id untuk melihat dan download persyaratan yang diperlukan dan membuat akun untuk nantinya melakukan pengajuan berkas.
2. Pastikan berkas yang di upload pada permohonan lengkap pengisiannya dan bisa jelas dibaca petugas (akan lebih baik di upload dalam format pdf) kalau ada yang kurang jelas jangan ragu menanyakan ke nomor wa / nomor telepon yang tercantum di web tersebut supaya saat upload berkasnya lengkap.
3. Pada saat akan mengambil berkas, saya cek pengumuman pada instagram dukcapil (siapa tau ada perubahan jam pelayanan karena pengurusan saya lakukan pada masa cuti lebaran, yang ternyata pelayanan tetap dibuka dengan jam pelayanan sesuai pengumuman)

Awalnya saya pikir akan ribet, tapi ternyata setelah saya coba upload semua persyaratannya, permohonan saya selesai besok hari setelah saya ajukan."
melan ningsih;1;"Apakah kuota dftr online sudah dihabiskan oleh calo dari pegawai dkantor sipilnya sendiri?
Kenapa ya sudh banyak komplain untuk masalah dftr online belum ada tindakan untuk perbaikan.. apa memang tidak mau berbenah??
Kemana ya harus dilaporkan masalah seperti ini? Apakah perlu dibuatkan vidio sampe diviralkan baru ada tindakan tegas petugas??
Bahkan teman sempat ditawarkan untuk hanya mengurus surat pindah dan membuat KK pendftaran online harus bayar 500rb 🤣🤣
Ini yg membuat orang males ngurus surat2....semua dipersulit dan berbelit2"
Ananda Kusuma;5;Pelayanan yang baik, selama mengurus kepengurusan mengenai catatan sipil setelah menikah, pelayanan yang diberikan sangat memuaskan, membantu dan mengarahkan pelayanan dengan baik, sehingga proses yg dijalni selama kepengurusan catatan sipil setelah menikah bisa dilaksanakan dengan cepat dan baik
ochi sudiqdo;1;Gak ada petugas jaga.. Sangat buruk pelayanan. Baru jam 10 udah kosong petugas
A_41_Ni Putu Ayu Putri Astriyani;5;Pelayanan cepat dan petugas ramah
Elsa Harry;5;Pelayananya Sangat Memuaskan Dan Ramah dan cepat prosesnya
Nyoman Dewi;5;Pelayanan nya sangat baik
yunita dewi;3;"Ini pengalaman saya dan suami di kantor ini :
1. Suami yang melakukan input data secara online untuk proses perubahan data pada KK pada hari Jumat. Karena upload data melebihi jam operasional yaitu jam 11.00 wita, sehingga hari Senin pagi baru bisa dilanjutkan dan Selasa pagi (29/03/2022) KK baru sudah bisa diambil.
2. Saat ke gedung Sewaka Dharma mengambil KK baru yang seharusnya diikuti penerbitan e-KTP baru, sangat disayangkan bagian informasi malah menyuruh kami kembali ke kecamatan untuk rekam ulang data e-KTP. Namun kami tetap mengambil antrian untuk pengambilan KK.
3. Akhirnya saya memilih untuk bertanya langsung pada petugas yang menyerahkan KK baru mengenai penerbitan e-KTP .
4. Ternyata penerbitan e-KTP dilakukan di tempat yang sama dan hanya beda petugas.
5. Untuk petugas di bagian pengambilan KK dan e-KTP, pelayanannya cepat dan cukup informatif.
6. Tapi bapak yang di bagian informasi sepertinya perlu lebih paham lagi alur pengurusan karena bisa membuat masyarakat bolak balik yang tidak diperlukan. Serta jika dibagian informasi sebaiknya tidak selalu fokus ke hp sendiri, sehingga terkesan acuh."
kadek purnawan;1;"sudah bisa online sih tp sama aj, tiap daftar selalu bilang admin ny sedang melayani banyak berkas,, sistem ny dong dirubah,, jgn hanya bisa daftar d hari tsb, harusny dimungkinkan untuk daftar pada hari lain yg kosong,, klo gini sama aj ngantri cepet2an ngambil kuota per hari, yang ujung2 ny penuh terus,,

biasalah birokrasi, klo bs d perlambat kenapa dipercepat,, ujung2ny kekuatan orang dalam atau cari calo"
2A_38_ Ni Nyoman Ristu Ayu Andewi;5;dibantu dengan sangat ramah oleh kakaknya💞
I Made Ginastra;1;4 kali mengajukan berkas selalu ditolak, sudah ke kantor dukcapil untuk konfirmasi ke tim operator apa saja yang kurang, sudah dijelaskan dan saya lengkapi tetapi pada tim verifikator jam 3 baru telfon bahwa berkas dikembalikan karena tidak sesuai ketentuan, padahal di operator sudah pass. Tolong dikoordinasikan kedepannya antara operator dan verifikator. Buang-buang waktu kerja saya hanya untuk datang ke dukcapil tetapi terus ditolak lewat online
Endang Rahayu;5;Mantap pelayanannya
Duta Pertiwi;5;Pertama x nya saya dtg ke gedung ini utk mengurus surat keabsahan akta anak yg hilang, biasanya yg ngurus Kadus Banjar. Plynnya bgus cuma agak lambat nunggu jadinya .... Ya kudu sabar mungkin yahhh , tp so big thanks buat mba2 yg sudah membantu
Desi Oriantari;1;Hari itu, Saya bertanya lokasi sekpri dmn, malah seorang bapak2 yang duduk di meja informasi di lantai 2 sblm masuk sekpri membentak menjelaskan dengan nada tinggi bahkan sy ndk tw apa yg dy bicarakan, saya kesana tanggal 29.09.2022 pertama kalinya menginjakkan kaki di Disdukcapil denpasar, kesan awal di lantai satu sangat bagus tp sampai lantai dua saya smpai melongo digituin padahal pertanyaan saya lokasi sekpri dimana? Hanya itu tidak lebih, mana saya kesana kehujanan dan saya baru saja slesai membantu bayi2 di icu, semoga Tuhan membalas… mungkin hanya karena saya blm mengenal bapak itu saya cukup tersinggung dan kaget, smoga anak perempuan bapak tidak ad yg memperlakukan sprti itu, twrimakasih🙏🏽
Hoding Casthanyo;5;Tempatnya bagus .nyaman. sdm nya lumayan. Tp sistemnya bintang 1. Jauh2 dateng buat nyetak ktp. Sistem eror dari pusat
37_Gede Ryan Juliano;5;pelayanan terbaik
ABIED AMRI;5;Dispenduk capil kota denpasar layanannya sangat ramah
Nyoman Ginastra (Gin);4;Ruang tunggu nyaman dan luas. Hanya perlu ditingkatkan kecepatan pelayanan.
hendri dharmawan;1;"Tolong staff bgian pnerimaan data online perlu dtraining kmbali dlam hal pngetikan,karena salah ketik 1 kata sja itu sangat mrepotkan dan sngat menyita wktu untuk antri kmbali
Sya saat uni lagi mnggalami hal itu..dlm pmbuatan kk,bisa salah ketik
👎👎👎"
Arya Yuda;5;Pelayanan yg cepat dan ramah  ..
Cok Kris;5;Layanan administrasi kependudukan di Kota Denpasar tersedia online
putu aking;5;pelayanannya cepat, kinerjanya baik, stafnya semua ramah ramah terutama kakak ayu widiastari, tolong ya bpk kepala pencatatan sipil naikim gajinya!!! kerennn dah poko nya.. lopp lop mbok ayuk
Sagung Putri;5;Keren, palayanan greceph
Sintha;1;Pelayanan online tapi apaapa dibatasi. Ngurus akta perkawinan sangat berbelit data sudah lengkap ada saja di koreksi. Sudah hampir 2 bulan ngurus akta perkawinan tidak selesaiselesai perkara tidak bisa mengirim permohonan karena operator sedang memverifikasilah padahal jamnya masih 08.10 sudah tidak bisa mengirim sampai jam 11 siang.
Sukmasari Putri;5;Ubah status pekerjaan jadi mudah banget karena skrg semua bisa di akses online & ambilnya bisa lewat gojek👍🏼
25 Ni Kadek Ayu Listya Cahyani;5;sangat mudah dalam melalukan identifikasi
Mira Rianty;1;"Awalnya udah seneng banget bisa urus berkas kependudukan online. Eh tapiiii kenapa untuk klik kirim permohonan data kependudukannya selalu gagal dgn alasan semua operator sedang memverifikasi data. Padahal baru jam 08.30 pagi. Diminta utk mencoba kembali beberapa saat lagi, saya sudah klik terus sampai batas waktu hampir habis tapi tetap saja gagal. Sedangkan layanan online dibatasi sampai jam 11 saja.
Mohon diperbaiki sistem onlinenya. Harusnya biarkan masyarakat bebas mengirim permohonan data, dan petugas silakan melakukan verifikasi sesuai antrean data yg sudah masuk. Kalau seperti ini kesannya sangat mudah bekerja sebagai pegawai pemerintah. Sudah jam kerja sangat sedikit (hanya dari jam 08.00-11.00 saja 😅) ditambah beban kerja juga sangat dikurangi."
Andi Fastboat;1;"Katanya Online, tapi kok waktu dibatasi.
Sebaiknya pemerintahan merevolusi semua jajaran pemimpinnya agar fokus utk kerja bukannya utk santai2.
Kerja jam 8 tutup jam 12, sabtu minggu libur.

Lalu fokus kerjanya kapan.
Mending diswastanisasikan saja urusan kependudukan agar lebih profesional dan bagus pelayanannya.

Bayangkan, data di KK bisa beda dg di sistem online.

SISTEM MACAM APA ITU !!!
Ngurus hal simple dan sederhana gitu aja ngak bisa, Bisa Kerja Apa Tidak ?!?"
Ajik Kudus;5;Pelayanannya baik dan jelas, kemarin saya kedukcapil kota denpasar mengantar temen dari luar  daerah bali yang tidak punya ktp alias hilang. Yang penting masih ada nik ktp dan nik kartu kk dan buat laporan surat kehilangan dari polisi terdekat, dan berani untuk bertanya kalo masih belum paham tentang alur alurnya dan minta kontak person dan no tlp kadis atau yang lainnya jika masih belum paham...🙏🙏🙏stop calo ya...
Tini Hartini;4;Pelayanannya bagus, tapi antreannya benar-benar membuat ngantuk.. Banyak bener..
Agung Surya;1;Sudah 3 tahun lebih pengurusan kk & no ktp saya yg baru sampai saat ini belum juga diterbitkan,, sehingga bpjs saya slalu bermasalah ketika dgunakan, karena no ktp & kk saya yang baru belum diterbitkan
Kadek Puriyaniti;5;Suasana kantor baik
eka apriana;5;Refleksi pelayanan publik berkualitas
oka yudhi;5;"Pelayanan yg diberikan sudah baik, dimana dalam pembuatan surat-surat yang mudah yang dikarenakan adanya sistem online. Jadi, tidak perlu bulak-balik memenuhi dokumen. Datang dan langsung jadi, bahkan ada cetak mandiri / dibawa ojek online. Petugas yg ramah dan mau membimbing ketika kesulitan.
Semoga pelayanan yang sudah baik dapat dipertahankan. Jika memungkinkan dapat ditingkatkan kembali.
Terimakasih"
Zulfa rido;1;Tolong petugas bagian KK harus teliti saya sudah ngurus online perubahan data karena nama orang tua salah satu huruf di KK dan sudah menyertakan AKTA ketika sudah jadi malah tetap tidak ada perubahan... Sangat mengecewakan
Yosafat Hadiwinoto;1;"Sangat tidak ramah.. jam 14.00 sampai lokasi, sudah tidak ada yg kerja.. pegawainya pada buru2 pulang.. pas ditanyain tutup jam berapa, sambil jalan pulang (tidak berhenti untuk jawab) jawab dengan ketus, ""ya udah tutup"".. apa2 an itu? Mana bayar parkir mahal lagi (5,000). Tolong diperjelas donk jam layanan nya.. capek kalo harus bolak balik.. surat yg saya urus, tidak ada pilihan kirim lewat kurir.. harus ambil sendiri di kantor."
Ni Kadek Santiani;5;Pelayanan bagus
5c Dwipayani;5;Pelayanan online yang ada sangat memudahkan saya, sehingga dalam melakukan administrasi kependudukan tidak perlu menyita banyak waktu lagi. Selain itu intruksi yang di berikan sangat jelas, pelayanan ramah bintang 5
Pande Donny;5;Pelayanannya sudah bagus. Tepat waktu, tidak perlu menunggu lama dalam prosesnya. Mohon dipertahankan.
RB 98;1;"Sangat buruk pelayanannya..
Sya mau cetak ulang KTP kerna buram, di suru daftar sendiri lewat telegram tdk ada petugas yg standby,
Dan sya sudah tunggu mau 1 bulan gak ada respon sama sekali"
Pande Made wirayati;5;Pelayanannya sdh baik
033_Ni Putu Candra Indriani;5;capil ok
Ayu Diah;5;Capil oke
ShaRa Akbari;5;saya mengurus SKPWNI, awalnya bingung dengan sistem online. Tapi setelah di baca pelan pelan caranya ternyata cukup mudah dan gampang asal persyaratannya lengkap. Saya upload seluruh dokumen yang di minta lewat taring dukcapil dan di hari yang sama sudah jadi. Bagusnya lagi Disdukcapil Denpasar sudah kerja sama dengan Gojek jadi saya cukup pake Go Send (dengan menulis detail yang mau di ambil) untuk mengambil dokumen yang sudah jadi. Keren, disaat covid seperti ini, pelayanan online dan memanfaatkan jasa Ojek online adalah yang terbaik! Tidak ada lagi antrian panjang yang biasa saya rasakan kalo ngurus surat2x yang berhubungan dengan pemerintah. Keep it up pemerintah!
Toni Lukman;5;Pelayanan sangat bagus dan ramah pegawai nya.....saya ngurus KTP dan Akta kelahiran cepat selesai .
Yuwan kristian;5;Petugas informasi sangat ramah dan membantu
Frisca Indira;5;Fasilitas ruangan yang nyaman, bersih, rapi. Pengajuan berkas secara online diproses dengan cepat, kilat. Pengambilan berkas dipermudah dan praktis karena bisa pake aplikasi gojek. Trimakasih dukcapil❤️❤️❤️❤️
Frisca Indira;5;Fasilitas ruangan yang nyaman, bersih, rapi. Pengajuan berkas secara online diproses dengan cepat, kilat. Pengambilan berkas dipermudah dan praktis karena bisa pake aplikasi gojek. Trimakasih dukcapil❤️❤️❤️❤️
Surya Negara;4;Semoga kedepannya semakin dipermudah sistemnya, semakin mengutamakan kepentingan masyarakat umum dan masyarakat
Ahmad Maulana Idris;5;Sistem online nya cukup mudah, saya tdk perlu libur kerja dan tdk perlu antri lama lama untuk mengajukan permohonan. Tidak ada kendala yg pnting ikuti persyaratannya.
A A Gede Agung;5;Capil okk
B_50_Ni Made Putri Juniari;5;Pelayanan memuaskan.
IPutra;5;Pelayanan mantap
Sinyo Edy;5;Pelayanan sdh bagus dan sesuai dengan sop
Iga Putri;5;Pokoknya terbaik
Harry Tan;2;Kurang profesional.. bagi kami masyarakat yg tidak tahu menahu untuk masalah seputar kependudukan dll bertanya itu adalah hal yg umum dan wajar, seharusnya kalo kasih informasi harus valid jadi supaya kami masyarakat tidak harus bolak balik, setiap konsultasi berbeda org, berbeda juga jawaban jadi bingung saya, alhasil selalu ada yg kurang dalam proses pengurusan, apalagi pandemic begini cari pekerjaan sangat susah harus minta ijin atasan bolak balek ke ducapil, system online tapi fasilitas offline, saya sampai harus bolak balik surabaya denpasar untuk pengurusan dan alhasil saya habis uang banyak untuk itu jadi rugi waktu, rugi uang dan resiko kehilangan pekerjaan
006 Ni Putu Septhia Permatasari;5;Pelayanan cepat
Muhammad Agung 29;3;Saya sempat ajukan pembuatan rekam dan cetak e-kTP baru karena sya baru saja berumur 17th, namun saya berasal dari daerah luar bali, jadinya sempat menghubungi  melalui chat telegram, alhasil tidak bisa dicetak karena alasan revisi data akan muncul yg lama, jadi harus ke dukcapil asal,apa lagi corona gini
Komang Erni;5;Pelayanan yang ramah, ruang tunggu yang nyaman, pengurusannya cepat, pagi masuk berkas, besoknya sudah bisa diambil. Mantapp
Cerita Taka;5;"Pelayan Dinas Kependudukan Dan Pencatatan Sipil Kota Denpasar mantap, urus akte kelahiran kurang dari 3 jam sudah selesai.
Yg penting persyaratan lengkap pasti cepat kelar"
I Wayan Ardika;5;Pegawainya sangat ramah
Mohamad Ilyas;5;Ketika paham akan alur proses pendaftaran dan cara kinerja DUKCAPIL pasti akan sangat puas, kebanyakan dari kita tidak mau mencari info terlebih dahulu tentang bentuk pelayanannya seperti apa, buka di YouTube atau tanya langsung ke petugas di bagian informasi maka akan dijelaskan secara detail. Karena melayani masyarakat merupakan tanggung jawab yang besar, sesuai dengan mottonya melayani adalah kewajiban
Marchelano Lasut;1;Daftar KTP harus online, cman pengumuman ya ngg ada yg online, petugasnya nggk ramah, jutek yg jaga, padahal gaji dari duit pajak, satpamnya jg ngg ramah, peduli lindungi ada tapi smua pnsnya ngg scan, nggak ada guna
melina melina;5;Pelayanan mudah dan ramah
Wira kusuma;5;Gedung pelayanan adem dan nyaman
Dwi Astuti;5;Pelayanan baik, cepat dan ramah ... Jadi mudah mengurus dokumen kependudukan ... Good job
I Gusti ayu rai Astini;5;Petugas informasi ramah dan mau mebantu teri.akasih
Asta guna;1;Kasi bintang 1 aja.. karna angka 1 yang akan menajdikan juara di pelayanan masyarakat .. nanti kalau saya dpt kerja di sana bisa bintang 1000 yg saya  kasi hehe asekk.. svahaa dpt kerja disana 🙏
made astuti;5;Pelayanan prima
Alus Darmayantini;1;"Urus surat² langsung ke Office tidak diperbolehkan. Harus lewat online kata Petugas. Tp Aplikasi Online tidak maksimal. Daftar akun di taringdukcapil.denpasarkota.go.id smpe 1 bulan blm bisa karena kode OTP tdk dikirim².
Yg tdnya udh semangat mau urus surat² jd malas karena pelayanannya model gini👎👎👎
Petugas Office gunanya apa ya klo semua di arahkan ke Online pdhl sudah datang ke Office??
Knp gk dibantu prosesnya saat kita ada di Office??"
De Dwi Saptarahadi;5;Jujur kaget dengan pelayanan pemerintahan kota denpasar. Awal dari pengisian data akta perkawinan lewat web yg sangat jelas dan proses cepat, kemudian kesini hanya 15 menit saja sudah bisa ambil akta, kk, dan ktp (include pergantian ttd, foto). Mantap luar biasaa 👍🏻🔥
Gus Gunadhi;2;"Maaf untuk saat ini saya hanya bisa kasih bintang 2 untuk
pelayanan publiknya. Sistem pendaftaran daring susahnya minta ampun, telat satu menit saja dokumen tidak akan diterima dan harus mengulang di hari berikutnya. Harusnya pendaftaran dengan sistem daring jangan dibatasi waktu dan kuota nya. Karena tidak semua orang bisa stand by di depan komputer on time. Begitu telat semenit kita disuruh menunggu BEBERAPA SAAT LAGI, tapi ternyata sampai waktu habis pun tetap tidak dapat mengirimkan dokumen."
Regina Tedjasulaksana;5;Pelayanan sangat bagus
Deni Setiawan;5;"Awalnya lihat review disini agak khwatir mau urus surat pikirnya bakal ribet banget + lama, saya mau urus KK dan KTP, dateng pagi2 jam 7.50am, jam 8.30 ud KK , KTP juga beres smua.

Pelayanannya sopan dan helpful bantu cek juga data2 yang penting, kalau ad update lgsng diperbaikin.

tingkatin terus pelayanannya dan dipersimpel terus urusan surat jd msyrakat gk ribet sm surat menyurat.

Buat yang buat surat kiranya diperhatikan penulisan disuratnya jgn smp ad salah, jd g repot kedepannya"
kadek mariasi;5;"Pertama kalinya saya kedisdukcapil pertama saya tidak paham masalah online setelah saya dijelaskan dibagian pengaduan saya mengerti dan petugas,nya sangat ramah.
Semoga capil semangkin maju untuk pelayanan,nya.terimakasih"
Anya Maheswari;5;Pelayanan cepat dan ramah
Sukarno Baharuddin;1;Hanya bisa daftar online, giliran daftar jam 08.01 sdh operator sibuk, komplain malah disuruh coba sja trus itu katanya krn keduluan org lain, kuota cm 150 perhari, wah bisa yah cm lwt sedetik sdh full kuota, mau duluan bgaimana lagi ??? Sistem tdk masuk akal
kadek mariasi;5;"Pertama kalinya saya kedisdukcapil pertama saya tidak paham masalah online setelah saya dijelaskan dibagian pengaduan saya mengerti dan petugas,nya sangat ramah.
Semoga capil semangkin maju untuk pelayanan,nya.terimakasih"
Anya Maheswari;5;Pelayanan cepat dan ramah
Sukarno Baharuddin;1;Hanya bisa daftar online, giliran daftar jam 08.01 sdh operator sibuk, komplain malah disuruh coba sja trus itu katanya krn keduluan org lain, kuota cm 150 perhari, wah bisa yah cm lwt sedetik sdh full kuota, mau duluan bgaimana lagi ??? Sistem tdk masuk akal
Samsung Plus;5;apakah ada wa nya ?
Bios Bali;1;Ngurus semua ribet, online tp berbelit2, tidak ramah dengan orang tua yg gaptek, seharusnya tetap bisa mengurus di tempat untuk mreka yg tidak mengerti online, toh jg pengambilan tetap ksana
11-K-NI NYOMAN CINTIA WATI;1;Ini ngurus online kok ribet banget, belum jam -1 siang aja udah tutup. Mana kalo kurang dokumen diinfoin lama banget sampe ganti hari. Ngisi form ga dikasih tau caranya secara detail, nanti ada kurang di form baru deh diinfoin besoknya, terus ada kurang lagi, diinfoin besoknya lagi. Ga mau sekalian aja ngasih taunya
WAYAN LINGGA Mss;4;"Maaf karena ini boleh dikatakan pelayanan ini masih baru dalam melayani warga yg membutuhkan di musim pandemi Covid - 19 ,dirasa masih ribet karena tidak cukup hanya dg membuka  line taringdukcapil saja kita langsung dapatkan pelayanan yg dibutuhkan.
Di oper lagi dari satu kontak ke kontak lain  ada sekitar 5 kontak yg hrs dimintai petunjuk pengalaman saya memakan waktu sekitar 10 hari sampai saya terima barkotnya.
Disini terjadi kekeliruan saya karena sudah terima barkot saya kira sudah selesai, setelah saya cek lagi ke dukcapil  ternyata barkot itu dikirim katena saya masih kurang persyaratannya.
Menurut hemat saya akan lebih baik sampaikan bahwa perlengkapan anda masih kurang..........  tolong dilengkapi
Maaf klo sudah diberi tau  kita bisa segera lengkapi dan tidak sia"" datang ke dukcapil lagi sehingga bisa hemat waktu terima kasih.
Memang barang baru harus terus dikoreksi supaya mendapatkan hasil yg maksimal sehingga prokes juga berjalan sesuai harapan untuk membatasi pertemuan"
erlin febri;1;Buat yg urus KK & KTP, pastikan KK dan KTP yg diubah udh terupdate online ya. Kalo ga request kadang gak di update. Aku baru tau pas mau urus BPJS di perusahaan, pdhl udh nyatanya KK dan KTP terbaru bentuk fisik udh kupegang. Kukira otomatis berubah data onlinenya. Katanya elektronik. Heran jadinya 😅 5/11/21 skrg sih.. Moga mulai besok jd lbh baik yaa
Made Gelgel;4;Nomor antrian cepat habis harap datang pagi jam 6
Elfira Yunus;5;pelayanan yg bagus! daftar untuk cetak KTP melalui telegram lalu dapat jadwal pengambilan. di hari H, hanya perlu antri di dukcapil berdasarkan nomor, serahkan dokumen dan nunggu proses cetak. Hanya nunggu sejam udah selesai semua proses! mantap! GRATIS!
Naufal Juliandra;4;Alokasi untuk antrian online perlu ditambah,  informasi persyaratan juga perlu ditambah. Pelayanan di loket cukup baik
arnold upnormal;1;Sudah tiap detik coba ngirim persyaratan secara online tetap saja (mohon maaf semua operator kami sedang memferivikasi ) trus sama pemberitahuan jadwal buka sampai tutup nya aja yang muncul terus !...chat ke nomer layanan publik nya disuruh cobak terus Sampek sebelum jam tutup.itu aja solusinya ....tapi tetep gak bisa ..emang laptop atau komputer nya cuman 2 ?...seharusnya saat online lebih mudah ..sangat kecewa
Belinda Sylvia Jaya;4;"Ruang tunggu nyaman, kebetulan hari jumat kesini, memang petugas boleh pakai kaos biasa ya gak berkerah? Saya aja gatau mana petugas mana yg engga, tanpa identitas dan ada yg menggunakan kaos (seharusnya paling tidak gunakan baju berkerah agar sopan) dan nomor antrian sudah habis (gangerti knpa bisa habis) jadi loketnya memanggil manual dan mereka bingung saling saut2an, saran agar sistem antrian diperbaiki dan digunakan semestinya agar tidak rugi ada layar antrian dan mesin tapi kurang berguna. Di layar antrian ada tulisan loket 1, 2, 3 tapi di loket tidak ada keterangan yg mana loket 1, mana loket 2, mana loket 3

Petugasnya ramah, pelayanan memuaskan, mohon ditingkatkan lagi fasilitas pendukungnya 👍"
Adi Yusup;1;"Yang terhormat bp pimpinan Dukcapil Denpasar, tolong di kordinir  seluruh staff ny karna banyak yang mengeluh"" (tentang pelayanan)saya baru masuk untuk  mengurus dokumen dan menunggu  di ruang antri  banyak saya dengar dan saya merasakan sendiri. dan mendengar kan langsung  tentang pelayanan  staff  nya yang tidak sopan  ,tolong diberi arahan berikan pendidikan khusus  tentang atitude (sopan santun) karna tugas kalian melayani masyarakat bukan menyepelekan  masyarakat yang punya kepentingan,"
Dewa Odonk;1;"Perhatian Kepada Pak WaliKota, Pak Kadis Dukcapil, masayarakat yang membaca.
Perlakuan untuk sistem antrian terbatas by sistem (selama PPKM),,SANGAT SANGAT TIDAK MASUK AKAL, sebelum PPKM sudah baik memberlakukan sistem waktu. Jadi kita untuk sekarang seperti melakukan lotre (iseng iseng berhadiah),,saya berhari-hari menunggu agar berkas bisa msuk dengan menentukan jam awal,,tetep juga ga bisa masuk. .Tolong Sistem penerimaan berkas kembali dibuka dengan bebas,,kalau ada keterlambatan, akan lebih baik info via email,,dan kami akan memakluminya. .SISTEM yg sebelum PPKM jauh lebih BAIK.
INGAT dinas yang paling vital adalah dukcapil,jangan sampai administrasi  vital ini terhambat masalah berkas masuk,,jangan PPKM ini menjadi tolak ukur SUSAHNYA BIROKRASI di DUKCAPIL. TERIMA KASIH"
Dinda Savitri;5;Pelayanan sangat baik
yogas widiarsa;5;Pelayanan ramah, informasi jelas.  terimakasih
Agus Patra;1;kalau saya merasa pelayanan sudah di tingkatkan saya tambah bintang nya, tapi saat ini pelayanan sangat perlu dan benar2 harus di tingkatkan salah satunya pelayanan online super slow respon,,staff pelayanan public masih perlu di training atau di tambah atau juga saatnya di Ganti untuk kemajuan bersama.
Vina Adii;1;Buruk sekali pelayanan nya
Agustini Kadek;5;"Sekarang pelayanan d dinas kependudukan cepat dan praktis tdk bertele2
Pegawenya murah senyum melayani masyarakat
Mantappp 👍👍👍👍"
Agustini Kadek;5;"Sekarang pelayanan d dinas kependudukan cepat dan praktis tdk bertele2
Pegawenya murah senyum melayani masyarakat
Mantappp 👍👍👍👍"
Gde Putu Oka Yoga Bharata;1;Pelayanan sangat buruk, proses pendaftaran online tidak dilengkapi tata cara pengisian kolom, hanya penjelasan umum, call centre sering tidak aktif sehingga bagi orang awam yg mau mengisi formulir tidak bisa bertanya, kalo seperti ini gimana mau WBK dan WBBM, mengecewakan !!!
Bagus Evandustin;5;pelayanannya bagus, cepat dan tanggap
Dito Lesmana;1;6 bulan lalu ngurus kk baru, datang telat kurang dr 5 menit tidak mau dilayani. Petugas pelayanan kasar menolak melayani padahal nomer baru lewat 1-2 antrian. Besoknya saya ksana, sesuai jam antrian saya ternyata nomernya masi jauh, saya minta dilayani tepat waktu oleh petugas yg kemarin, cuma bs celingak celinguk. Kita telat tidak boleh, mereka telat sudah biasa. Payah
Meyees;1;Pelayanan online yg kurang banget. Dari awal sudah susah file tidak boleh lebih dari 2mb, kalo yg ngurus orang tau yg gaptek apa mereka bisa coba? Pengambilan online tapi ambil berkas harus ke kantor dan bentuk kayak print doang ga ada cap. Mending pdf di print sendiri, tanda tangan baru ke kantor. Online tapi lama. Petugasnya dikurangin aja, banyak yg ga guna kayaknya.
Agung Cahya;5;"Keren sih inovasi taringdukcapil-nya. Yang penting persyaratan lengkap & jam 8 langsung daftar pasti langsung bisa, kalo lewat jam 8 mungkin kuotanya udah abis karena terbatas. Daftar hari ini besok sudah bisa diambil.

Sayangnya saat pengambilan KK cuma dikasi dalam bentuk print2an hitam putih biasa, yg sebenarnya kalo kaya gitu kita juga bisa ngeprint sendiri kalo dikasi filenya tanpa perlu repot2 ngambil kesana.

Overall bagus kok sistemnya, yg penting manusianya jg harus bisa mengimbangi kemajuan teknologi. Mungkin tampilan websitenya aja yg diperbaharui, masa udah thn 2021 tampilan websitenya masih jadul gitu :D

update: setelah dapet KK langsung proses cetak ulang KTP lewat taringdukcapil, ngga sampai 30 menit udah jadi."
